# Bank`tCallAddress`tKind`tContinuation
1F	C110	jsr	C113
1F	C178	jsr	C17B
1F	C17B	jsr	C17E
1F	C17E	jsr	C181
1F	C1A5	jsr	C1A8
1F	C1AA	jsr	C1AD
1F	C1AD	jsr	C1B0
1F	C1B3	jsr	C1B6
1F	C39A	jsr	C39D
1F	C3A6	jsr	C3A9
1F	C3B0	jsr	C3B3
1F	C3BC	jsr	C3BF
1F	C3D6	jsr	C3D9
1F	C3DA	jsr	C3DD
1F	C3F2	jsr	C3F5
1F	C402	jsr	C405
1F	C54E	jsr	C551
1F	C551	jsr	C554
1F	C554	jsr	C557
1F	C563	jsr	C566
1F	C569	jsr	C56C
1F	C58F	jsr	C592
1F	C5AF	jsr	C5B2
1F	C5CC	jsr	C5CF
1F	C5D1	jsr	C5D4
1F	C65C	jsr	C65F
1F	C81D	jsr	C820
1F	C8EE	jsr	C8F1
1F	C90C	jsr	C90F
1F	C917	jsr	C91A
1F	C934	jsr	C937
1F	C93A	jsr	C93D
1F	D1F8	brk	D1FC
1F	D1FE	brk	D202
1F	D21C	jsr	D21F
1F	D226	jsr	D229
1F	D230	jsr	D233
1F	D233	jsr	D236
1F	D3FB	jsr	D3FE
1F	D401	jsr	D404
1F	D408	jsr	D40B
1F	DAB4	jsr	DAB7
1F	DAB9	jsr	DABC
1F	DAE0	jsr	DAE3
1F	DB0D	jsr	DB10
1F	DB7F	jsr	DB82
1F	DDE0	jsr	DDE3
1F	DDE3	jsr	DDE6
1F	DFFA	jsr	DFFD
1F	DFFD	jsr	E000
1F	E029	jsr	E02C
1F	E030	jsr	E033
1F	E050	jsr	E053
1F	E05A	jsr	E05D
1F	E060	jsr	E063
1F	E1A9	jsr	E1AC
1F	E1AE	jsr	E1B1
1F	E251	jsr	E254
1F	E260	jsr	E263
1F	E263	jsr	E266
1F	E269	jsr	E26C
1F	E336	jsr	E339
1F	E693	jsr	E696
1F	E6B6	jsr	E6B9
1F	E6BD	jsr	E6C0
1F	E6CD	jsr	E6D0
1F	E6D4	jsr	E6D7
1F	E6DB	jsr	E6DE
1F	E6E2	jsr	E6E5
1F	E6E5	jsr	E6E8
1F	E6EC	jsr	E6EF
1F	E6EF	jsr	E6F2
1F	E6FC	jsr	E6FF
1F	E703	jsr	E706
1F	E70A	jsr	E70D
1F	E711	jsr	E714
1F	E757	jsr	E75A
1F	E75A	jsr	E75D
1F	E79F	jsr	E7A2
1F	E7B8	jsr	E7BB
1F	E7DC	jsr	E7DF
1F	E884	jsr	E887
1F	E904	jsr	E907
1F	E918	jsr	E91B
1F	E927	jsr	E92A
1F	E934	jsr	E937
1F	E968	jsr	E96B
1F	E970	jsr	E973
1F	E974	jsr	E977
1F	E99C	jsr	E99F
1F	EA0D	jsr	EA10
1F	EA1A	jsr	EA1D
1F	EA31	jsr	EA34
1F	EA41	jsr	EA44
1F	EAA9	jsr	EAAC
1F	EAC7	jsr	EACA
1F	EBC2	jsr	EBC5
1F	EC60	jsr	EC63
1F	EDF7	jsr	EDFA
1F	EE65	jsr	EE68
1F	EF5B	jsr	EF5E
1F	EFA5	jsr	EFA8
1F	EFDD	jsr	EFE0
1F	EFED	jsr	EFF0
1F	F0AA	jsr	F0AD
1F	F0AF	jsr	F0B2
1F	F0F2	jsr	F0F5
1F	F100	jsr	F103
1F	F400	jsr	F403
1F	F405	jsr	F408
1F	F408	jsr	F40B
1F	FF07	jsr	FF0A
1F	FF82	jsr	FF85
