Bank	Address	Name	CallingConvention	RegisterInputs	RegisterOutputs	DirectMemoryWrites	Calls
0F	CF38	LowerFixedEngine_Entry_CF38	Direct call from $0F:$CE9D		P		
0F	CF41	LowerFixedEngine_Entry_CF41	Direct call from $0F:$CEA0	A	A,P,X		$D207
0F	CF56	LowerFixedEngine_Entry_CF56	Direct call from $0F:$CE31; Direct call from $0F:$CE47; Direct call from $0F:$CE80		A,P		
0F	CF5F	LowerFixedEngine_Entry_CF5F	Direct call from $0F:$CE39	A,X	A,P,X	$46,$47,$627D	
0F	CF8D	LowerFixedEngine_Entry_CF8D	Direct call from $0F:$CE41		P		
0F	CF91	LowerFixedEngine_Entry_CF91	Direct call from $0F:$CC88	A,X,Y	A,P,X,Y	$0515,$0527,$052F,$0534,$059E,$51,$54,$7000,$7000+X,$70E0+X,$7D,$7E	$D16F,$D1C9,$D251,$D3E6,$D53B,$D724,$D7FC
0F	D16F	LowerFixedEngine_Entry_D16F	Direct call from $0F:$CC91; Direct call from $0F:$CFA5	A,X,Y	A,P,X,Y	$52,$52+X,$53,$57,$58	
0F	D1C9	LowerFixedEngine_Entry_D1C9	Direct call from $0F:$D00C; Direct call from $0F:$D0B9	A	A,P	$7140,$7141,$7142,$7143	
0F	D1E1	LowerFixedEngine_Entry_D1E1	Direct call from $0F:$CA11		A,P		$E3E2,$FF74
0F	D1F3	LowerFixedEngine_Entry_D1F3	Direct call from $08:$B7A9	A	A,P	$0539	
0F	D1FD	LowerFixedEngine_Entry_D1FD	Direct call from $0F:$CDB9; Direct call from $0F:$D1ED; Direct call from $0F:$D207	A	P		
0F	D207	LowerFixedEngine_Entry_D207	Direct call from $0F:$CF52	A	A,P	$0539	$D1FD,$D218
0F	D218	LowerFixedEngine_Entry_D218	Direct call from $08:$B7A6; Direct call from $0F:$D20A	A	A,P	$00	$D230
0F	D230	LowerFixedEngine_Entry_D230	Direct call from $0F:$D21C; Direct call from $0F:$D226		A,P		$C8EC,$FF74
0F	D241	LowerFixedEngine_Entry_D241	Direct call from $0F:$CA17; Direct call from $0F:$CA5C	A,X,Y	A,P,X,Y	$0529,$14,$14+X,$4016	$C8F3
0F	D251	LowerFixedEngine_Entry_D251	Direct call from $0F:$CC39; Direct call from $0F:$CFB3; Direct call from $0F:$D4DD; Direct call from $0F:$F14F; Direct call from $0F:$F286	A	A,P	$04	$D266,$FF91
0F	D266	LowerFixedEngine_Entry_D266	Direct call from $0F:$D25B; Direct call from $0F:$ED27; Direct call from $0F:$ED42	X,Y	P	$00,$01	$D2B7,$D2E9,$D333,$D523
0F	D28C	LowerFixedEngine_Entry_D28C	Direct call from $0F:$EBB1; Direct call from $0F:$F51C	A,X,Y	A,P,X,Y	$00,$01	$D2B7,$D2E9,$D333,$D35F,$D523
0F	D2B7	LowerFixedEngine_Entry_D2B7	Direct call from $0F:$D26A; Direct call from $0F:$D290	A,X,Y	A,P,X,Y	$49,$4A	
0F	D2E9	LowerFixedEngine_Entry_D2E9	Direct call from $0F:$D26D; Direct call from $0F:$D293	A,X,Y	A,P,X,Y	$02,$49,$4A	
0F	D333	LowerFixedEngine_Entry_D333	Direct call from $0F:$D270; Direct call from $0F:$D296	A,Y	A,P,Y	$02,$03	$D38B
0F	D35F	LowerFixedEngine_Entry_D35F	Direct call from $0F:$D2A1; Direct call from $0F:$D2AC	A,Y	A,P,Y	$02,$03	
0F	D38B	LowerFixedEngine_Entry_D38B	Direct call from $0F:$D386	A,X,Y	A,P,X,Y	$02,$03	
0F	D3E6	LowerFixedEngine_Entry_D3E6	Direct call from $08:$87A9; Direct call from $08:$87E6; Direct call from $08:$88F5; Direct call from $08:$895B; Direct call from $0F:$D084; Direct call from $0F:$D699; Direct call from $0F:$DBEA; Direct call from $0F:$EAE5; Direct call from $0F:$EB00; Direct call from $0F:$EC79; Direct call from $0F:$EC94; Direct call from $0F:$F155; Direct call from $0F:$F28D	A,X,Y	A,P,X,Y	$00,$01	$C81D,$C827,$D459
0F	D41A	LowerFixedEngine_Entry_D41A	Direct call from $0F:$EB0F	A,X,Y	A,P,Y	$00,$01	$D459
0F	D426	LowerFixedEngine_Entry_D426	Direct call from $0F:$EAEE; Direct call from $0F:$EB09	A	A,P	$00,$01	
0F	D437	LowerFixedEngine_Entry_D437	Direct call from $0F:$ECA3; Direct call from $0F:$F03B	A,X,Y	A,P,Y	$00,$01	$D459
0F	D443	LowerFixedEngine_Entry_D443	Direct call from $0F:$EC82; Direct call from $0F:$EC9D; Direct call from $0F:$F01D; Direct call from $0F:$F031	A	A,P	$00,$01	
0F	D459	LowerFixedEngine_Entry_D459	Direct call from $0F:$D416	A,X,Y	A,P,X,Y		
0F	D4B5	LowerFixedEngine_Entry_D4B5	Direct call from $0F:$D48A	A	A,P	$53,$54,$59	$D4D9
0F	D4D9	LowerFixedEngine_Entry_D4D9	Direct call from $0F:$D4B9; Direct call from $0F:$D4C0; Direct call from $0F:$D4C7; Direct call from $0F:$D4CE	A	A,P,X,Y	$59	$D251
0F	D4F3	LowerFixedEngine_Entry_D4F3	Direct call from $0F:$EAE8; Direct call from $0F:$EB03; Direct call from $0F:$EB12; Direct call from $0F:$EC7C; Direct call from $0F:$EC97; Direct call from $0F:$ECA6; Direct call from $0F:$F03E	A,X	A,P,X		
0F	D523	LowerFixedEngine_Entry_D523	Direct call from $0F:$D273; Direct call from $0F:$D299; Direct call from $0F:$D2A4; Direct call from $0F:$D2AF	A	A,P		
0F	D53B	LowerFixedEngine_Entry_D53B	Direct call from $0F:$D112	A,X,Y	A,P,X,Y	$052A,$052B,$052C,$052D,$51,$52,$56,$58,$7004+X,$7024+X,$7144+Y,$7B,$7C	$D251,$D3E6,$D57F,$D59D,$D5AD,$D5C0,$F243,$F2D7,$F372,$F38D,$F3A5,$F3AE,$F3B9,$F3C4,$F3F3,$F40C,$F433,$F467,$F489,$FF91
0F	D542	LowerFixedEngine_Entry_D542	Direct call from $0F:$C9F6	A,X,Y	A,P,X,Y	$052A,$052B,$052C,$052D,$51,$52,$56,$58,$7004+X,$7024+X,$7144+Y,$7B,$7C	$D251,$D3E6,$D57F,$D59D,$D5AD,$D5C0,$F243,$F2D7,$F372,$F38D,$F3A5,$F3AE,$F3B9,$F3C4,$F3F3,$F40C,$F433,$F467,$F489,$FF91
0F	D57F	LowerFixedEngine_Entry_D57F	Direct call from $0F:$D571		P		$D5EE,$D607
0F	D59D	LowerFixedEngine_Entry_D59D	Direct call from $0F:$D59A	A,X	A,P,X	$7004+X	
0F	D5AD	LowerFixedEngine_Entry_D5AD	Direct call from $0F:$D595		A,P		$D5EE,$D5FE,$FF91
0F	D5C0	LowerFixedEngine_Entry_D5C0	Direct call from $0F:$D589	A,X	A,P,X	$51,$57	$D5EA,$D9CB
0F	D5EA	LowerFixedEngine_Entry_D5EA	Direct call from $0F:$D5D4		P		$D94B
0F	D5EE	LowerFixedEngine_Entry_D5EE	Direct call from $0F:$D582; Direct call from $0F:$D5B5	A	A,P	$51	$FF91
0F	D5FE	LowerFixedEngine_Entry_D5FE	Direct call from $0F:$D5B2	A,X,Y	A,P,X,Y	$0201+X,$0202+X,$0205+X,$0206+X,$0209+X,$020A+X,$020D+X,$020E+X,$54,$6F60+X,$6F80+X,$6FA0+X,$6FC0+X,$7000+X,$71E0+X	$C78C,$D621,$D63B,$D684,$D864,$D876,$D891,$FF91
0F	D607	LowerFixedEngine_Entry_D607	Direct call from $0F:$D57F	A,X,Y	A,P,X,Y	$0201+X,$0202+X,$0205+X,$0206+X,$0209+X,$020A+X,$020D+X,$020E+X,$54,$6F60+X,$6F80+X,$6FA0+X,$6FC0+X,$7000+X,$71E0+X	$C78C,$D621,$D63B,$D684,$D864,$D876,$D891,$FF91
0F	D621	LowerFixedEngine_Entry_D621	Direct call from $0F:$D615	A,X	A,P,X	$52,$53,$7020+X	$D6F4
0F	D63B	LowerFixedEngine_Entry_D63B	Direct call from $0F:$D610	A,X	A,P	$7040+X,$70E0+X	
0F	D684	LowerFixedEngine_Entry_D684	Direct call from $0F:$D61B	A,X	A,P,X,Y	$54,$55,$7140+X	$D3E6,$D6B6,$D6DB,$D6E8,$D6F4,$D722,$D752
0F	D6B6	LowerFixedEngine_Entry_D6B6	Direct call from $0F:$D6A2	A,X,Y	A,P,X,Y		
0F	D6DB	LowerFixedEngine_Entry_D6DB	Direct call from $0F:$D6A5	A	A,P		
0F	D6E8	LowerFixedEngine_Entry_D6E8	Direct call from $0F:$D6A8	A,X	A,P,X		
0F	D6F4	LowerFixedEngine_Entry_D6F4	Direct call from $0F:$D62B; Direct call from $0F:$D6AB	A	A,P	$5F,$60	
0F	D722	LowerFixedEngine_Entry_D722	Direct call from $0F:$D690	A,X	A,P,X		
0F	D724	LowerFixedEngine_Entry_D724	Direct call from $0F:$D07B	A,X	A,P,X		
0F	D752	LowerFixedEngine_Entry_D752	Direct call from $0F:$D685	A,X,Y	A,P,X,Y	$52,$53	
0F	D7D5	LowerFixedEngine_Entry_D7D5	Direct call from $0F:$CA05	A	A,P,X		$D7F1
0F	D7F1	LowerFixedEngine_Entry_D7F1	Direct call from $0F:$D7E1; Direct call from $0F:$D7E4; Direct call from $0F:$D7E7; Direct call from $0F:$D7EA; Direct call from $0F:$D7ED	A,X	A,P,X	$0201+X,$0202+X,$0205+X,$0206+X,$0209+X,$020A+X,$020D+X,$020E+X	$C78C,$D864,$D876
0F	D7FC	LowerFixedEngine_Entry_D7FC	Direct call from $0F:$CD42; Direct call from $0F:$CD4B; Direct call from $0F:$CFA2	A,X	A,P,X	$0201+X,$0202+X,$0205+X,$0206+X,$0209+X,$020A+X,$020D+X,$020E+X	$C78C,$D864,$D876
0F	D864	LowerFixedEngine_Entry_D864	Direct call from $0F:$D81A	A	A,P	$4F,$50	
0F	D876	LowerFixedEngine_Entry_D876	Direct call from $0F:$D822	A,X,Y	A,P,X,Y	$00+X	
0F	D891	LowerFixedEngine_Entry_D891	Direct call from $0F:$D618	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57	
0F	D8CB	LowerFixedEngine_Entry_D8CB	Pointer $0F:$DF02 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)		A,P		$DA59,$DDE3
0F	D8CE	LowerFixedEngine_Entry_D8CE	Pointer $0F:$DF60 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)		A,P		$DA59
0F	D8D4	LowerFixedEngine_Entry_D8D4	Pointer $0F:$DF04 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)		A,P		$DA47,$DDE3
0F	D8D7	LowerFixedEngine_Entry_D8D7	Pointer $0F:$DF56 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)		A,P		$DA47
0F	D8DD	LowerFixedEngine_Entry_D8DD	Pointer $0F:$DF06 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P	$68,$7000+X	$C891,$DDE3
0F	D8E0	LowerFixedEngine_Entry_D8E0	Pointer $0F:$DF58 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P	$68,$7000+X	$C891
0F	D90A	LowerFixedEngine_Entry_D90A	Pointer $0F:$DF0C (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P	$7000+X	$DDE3
0F	D928	LowerFixedEngine_Entry_D928	Pointer $0F:$DF0E (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P	$7000+X	$DDE3
0F	D931	LowerFixedEngine_Entry_D931	Pointer $0F:$DF10 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)		A,P		$D9AB
0F	D937	LowerFixedEngine_Entry_D937	Pointer $0F:$DF12 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P	$6F60+X,$6F80+X,$6FA0+X,$6FC0+X	$D9AB
0F	D94B	LowerFixedEngine_Entry_D94B	Direct call from $0F:$D5EA; Pointer $0F:$DF14 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF16 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P,X	$7020+X,$7160+X	$DDE3
0F	D9AB	LowerFixedEngine_Entry_D9AB	Direct call from $0F:$D931; Direct call from $0F:$D937	A,X	A,P,X	$7020+X	$DDE7
0F	D9B8	LowerFixedEngine_Entry_D9B8	Pointer $0F:$DF18 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P,X	$7020+X	$DA11,$DDE3
0F	D9CB	LowerFixedEngine_Entry_D9CB	Direct call from $0F:$D5DA; Pointer $0F:$DF1A (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P,X	$7020+X,$7160+X	$DA11,$DDE3
0F	DA11	LowerFixedEngine_Entry_DA11	Direct call from $0F:$D9C2; Direct call from $0F:$DA0B	A,X	A,P	$6FA0+X,$6FC0+X	
0F	DA1E	LowerFixedEngine_Entry_DA1E	Pointer $0F:$DF1C (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)		A,P,X		$DDF3
0F	DA2E	LowerFixedEngine_Entry_DA2E	Pointer $0F:$DF1E (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X	A,P,X	$70E0+X	$DDE3
0F	DA3E	LowerFixedEngine_Entry_DA3E	Pointer $0F:$DF20 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57	$DA47,$DDE3
0F	DA47	LowerFixedEngine_Entry_DA47	Direct call from $0F:$D8D7; Direct call from $0F:$DA3E	A,X	A,P	$70E0+X	
0F	DA50	LowerFixedEngine_Entry_DA50	Pointer $0F:$DF22 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57	$DA59,$DDE3
0F	DA59	LowerFixedEngine_Entry_DA59	Direct call from $0F:$D8CE; Direct call from $0F:$DA50	A,X	A,P	$70E0+X	
0F	DA62	LowerFixedEngine_Entry_DA62	Pointer $0F:$DF24 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7040+X,$70E0+X	$DDE3
0F	DA75	LowerFixedEngine_Entry_DA75	Pointer $0F:$DF26 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF28 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF2A (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF2C (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF2E (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF30 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF32 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF34 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF36 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF38 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF3A (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF3C (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF3E (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF40 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero); Pointer $0F:$DF42 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7040+X,$70E0+X	$DDE3
0F	DA97	LowerFixedEngine_Entry_DA97	Pointer $0F:$DF44 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	Y	A,P,Y		$DDE0
0F	DAA4	LowerFixedEngine_Entry_DAA4	Pointer $0F:$DF46 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A	A,P,X		$DAC6,$DDE0,$FF91
0F	DAC6	LowerFixedEngine_Entry_DAC6	Direct call from $0F:$DAB4	A,X,Y	A,P,X,Y	$00,$01,$0530,$0531,$0532,$0533,$55,$56	$C3EA,$DB6A
0F	DB18	LowerFixedEngine_Entry_DB18	Direct call from $0F:$CA4A	A	A,P,X,Y	$00,$01,$0530,$0531,$0532,$0533	$C3EA,$DB6A
0F	DB6A	LowerFixedEngine_Entry_DB6A	Direct call from $0F:$DB0D; Direct call from $0F:$DB18	A	A,P,X,Y	$00,$01	$C3EA
0F	DB83	LowerFixedEngine_Entry_DB83	Pointer $0F:$DF48 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$6FE0+X	$DDE0,$DDF3
0F	DBAD	LowerFixedEngine_Entry_DBAD	Pointer $0F:$DF4A (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$71A0+X,$71C0+X	$DDDD
0F	DBD0	LowerFixedEngine_Entry_DBD0	Pointer $0F:$DF4C (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$6F60+X,$6F80+X,$6FA0+X,$6FC0+X,$7140+X	$D3E6,$DDDD
0F	DBF5	LowerFixedEngine_Entry_DBF5	Pointer $0F:$DF4E (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$0527,$0593,$0594,$059C	$DDDD
0F	DC16	LowerFixedEngine_Entry_DC16	Pointer $0F:$DF50 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	($52),Y,$4D,$4E,$52,$53,$57	$DC3B,$DDDA
0F	DC23	LowerFixedEngine_Entry_DC23	Pointer $0F:$DF52 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	($52),Y,$4D,$4E,$52,$53,$57	$DC3B,$DDDA
0F	DC30	LowerFixedEngine_Entry_DC30	Pointer $0F:$DF54 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	($52),Y,$4D,$4E,$52,$53,$57	$DC3B,$DDDA
0F	DC3B	LowerFixedEngine_Entry_DC3B	Direct call from $0F:$DC16; Direct call from $0F:$DC23; Direct call from $0F:$DC30	A,Y	A,P,Y	$52,$53	
0F	DC4B	LowerFixedEngine_Entry_DC4B	Pointer $0F:$DF08 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$54,$57	$C891,$DDE3,$DDF3
0F	DCFF	LowerFixedEngine_Entry_DCFF	Pointer $0F:$DF0A (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$54,$57	$C891,$DDE3,$DDF3
0F	DD06	LowerFixedEngine_Entry_DD06	Pointer $0F:$DF5A (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,Y	A,P,X,Y		
0F	DD1F	LowerFixedEngine_Entry_DD1F	Pointer $0F:$DF5C (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$53,$54	$C891,$DDF3
0F	DDAF	LowerFixedEngine_Entry_DDAF	Pointer $0F:$DF5E (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57	$DDDA
0F	DDCB	LowerFixedEngine_Entry_DDCB	Pointer $0F:$DF62 (49-entry map-object command table selected at $D8A3-$D8B7; out-of-range values use entry zero)	Y	A,P,Y		
0F	DDDA	LowerFixedEngine_Entry_DDDA	Direct call from $0F:$DC1D; Direct call from $0F:$DC2A; Direct call from $0F:$DC35; Direct call from $0F:$DDBE		P		$DDE7
0F	DDDD	LowerFixedEngine_Entry_DDDD	Direct call from $0F:$DBBB; Direct call from $0F:$DBCA; Direct call from $0F:$DBE5; Direct call from $0F:$DBFE; Direct call from $0F:$DE78; Direct call from $0F:$DECF		P		$DDE7
0F	DDE0	LowerFixedEngine_Entry_DDE0	Direct call from $0F:$DA9B; Direct call from $0F:$DAB9; Direct call from $0F:$DBA7; Direct call from $0F:$DE30; Direct call from $0F:$DEFC		P		$DDE7
0F	DDE3	LowerFixedEngine_Entry_DDE3	Direct call from $0F:$D8CB; Direct call from $0F:$D8D4; Direct call from $0F:$D8DD; Direct call from $0F:$D922; Direct call from $0F:$D97F; Direct call from $0F:$D9C5; Direct call from $0F:$D9FB; Direct call from $0F:$DA38; Direct call from $0F:$DA41; Direct call from $0F:$DA53; Direct call from $0F:$DA6F; Direct call from $0F:$DA91; Direct call from $0F:$DCF9; Direct call from $0F:$DE21		P		$DDE7
0F	DDE7	LowerFixedEngine_Entry_DDE7	Direct call from $0F:$DDDA; Direct call from $0F:$DDDD; Direct call from $0F:$DDE0; Direct call from $0F:$DDE3	X	P	$7060+X,$7080+X	
0F	DDF3	LowerFixedEngine_Entry_DDF3	Direct call from $0F:$DA26; Direct call from $0F:$DB8A; Direct call from $0F:$DCEA; Direct call from $0F:$DDAA; Direct call from $0F:$DEE0	A,X	A,P	$7000+X	
0F	DE06	LowerFixedEngine_Entry_DE06	Pointer $0F:$DF64 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7060+X,$7080+X	
0F	DE0B	LowerFixedEngine_Entry_DE0B	Pointer $0F:$DF66 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7060+X,$7080+X,$7180+X	$DDE3
0F	DE27	LowerFixedEngine_Entry_DE27	Pointer $0F:$DF68 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$70A0+X,$70C0+X,$7180+X	$DDE0
0F	DE42	LowerFixedEngine_Entry_DE42	Pointer $0F:$DF6A (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7060+X,$7080+X	
0F	DE5D	LowerFixedEngine_Entry_DE5D	Pointer $0F:$DF6C (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7060+X,$7080+X	
0F	DE6D	LowerFixedEngine_Entry_DE6D	Pointer $0F:$DF6E (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7060+X,$7080+X,$70A0+X,$70C0+X	$DDDD
0F	DE92	LowerFixedEngine_Entry_DE92	Pointer $0F:$DF70 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,Y	A,P,Y	$52,$53	
0F	DEA9	LowerFixedEngine_Entry_DEA9	Pointer $0F:$DEA5 (Two-entry map-object operation table selected and dispatched at $DE92-$DEA2)	A,X,Y	A,P,X,Y	$4D,$4E,$52,$53,$57,$7060+X,$7080+X	
0F	DECE	LowerFixedEngine_Entry_DECE	Pointer $0F:$DEA7 (Two-entry map-object operation table selected and dispatched at $DE92-$DEA2)		P		
0F	DECF	LowerFixedEngine_Entry_DECF	Pointer $0F:$DF72 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A	A,P		$DDDD,$DDF3
0F	DEE5	LowerFixedEngine_Entry_DEE5	Pointer $0F:$DF74 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8); Pointer $0F:$DF76 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8); Pointer $0F:$DF78 (Eleven-entry high-bit map-object command table selected and dispatched at $D8BA-$D8C8)	A,Y	A,P,Y		
0F	DF9F	LowerFixedEngine_Entry_DF9F	Direct call from $0F:$DF89; Direct call from $0F:$DF90; Direct call from $0F:$DF97	A,X	A,P,X	$0507,$49,$4A,$51	$FF91
0F	E06E	LowerFixedEngine_Entry_E06E	Direct call from $0F:$C9F9	A,X,Y	A,P,X,Y	$00ED,$7000+X,$E2,$E3,$E4,$E5,$EA,$EB,$EC,$ED	$E147,$E160,$E169,$E2EE
0F	E147	LowerFixedEngine_Entry_E147	Direct call from $0F:$E06E	A,Y	A,P,X,Y	$00,$01,$0200+Y,$0203+Y,$0204+Y,$0207+Y,$0208+Y,$020B+Y,$020C+Y,$020F+Y	$C78C
0F	E160	LowerFixedEngine_Entry_E160	Direct call from $0F:$E060; Direct call from $0F:$E0D6; Direct call from $0F:$E106	A,Y	A,P	$0200+Y,$0203+Y,$0204+Y,$0207+Y,$0208+Y,$020B+Y,$020C+Y,$020F+Y,$E2,$E4	$C78C,$E4BB
0F	E169	LowerFixedEngine_Entry_E169	Direct call from $0F:$E050; Direct call from $0F:$E0DC; Direct call from $0F:$E128	A,X,Y	A,P	$0200+Y,$0203+Y,$0204+Y,$0207+Y,$0208+Y,$020B+Y,$020C+Y,$020F+Y,$DE,$DF,$E0,$E1,$E2,$E4,$E6	$C78C,$E368,$E45C,$E4BB
0F	E178	LowerFixedEngine_Entry_E178	Direct call from $0F:$E44E	A,X,Y	A,P	$0200+Y,$0203+Y,$0204+Y,$0207+Y,$0208+Y,$020B+Y,$020C+Y,$020F+Y,$DE,$DF,$E0,$E1,$E2,$E4,$E6	$C78C,$E368,$E45C,$E4BB
0F	E2EE	LowerFixedEngine_Entry_E2EE	Direct call from $0F:$E10E; Direct call from $0F:$E125	A,X	A,P	$6FA0+X,$6FC0+X,$7100+X,$7120+X	
0F	E368	LowerFixedEngine_Entry_E368	Direct call from $0F:$E05A; Direct call from $0F:$E208; Direct call from $0F:$E263; Direct call from $0F:$E453	A,X,Y	A,P,X,Y	$00,$01,$02,$0201+X,$0202+X,$0205+X,$0206+X,$0209+X,$020A+X,$020D+X,$020E+X,$03	
0F	E3E2	LowerFixedEngine_Entry_E3E2	Direct call from $0F:$D1E6	A,X	A,P,X	$07BB,$70E0+X	$E419
0F	E419	LowerFixedEngine_Entry_E419	Direct call from $0F:$E3FA	A,X,Y	A,P,X,Y	$7000+X,$7000+Y,$70E0+X,$E2,$E4	$E178,$E368,$E4BB
0F	E45C	LowerFixedEngine_Entry_E45C	Direct call from $0F:$E1F6; Direct call from $0F:$E251	A,X	A,P	$00,$01,$07BB,$61,$62,$70E0+X	
0F	E4BB	LowerFixedEngine_Entry_E4BB	Direct call from $0F:$E1AE; Direct call from $0F:$E43A	A	A,P	$00,$01,$61,$62	
0F	E584	LowerFixedEngine_Entry_E584	Direct call from $0F:$E55C	A,X,Y	A,P,X,Y	($07),Y,$03,$04,$05,$06,$07,$08,$09,$54,$56,$57,$58,$59,$5A,$5B	$C81D,$C851,$E5B8,$E5C1,$E5E6,$E5EB,$E600,$E604,$E606,$E61A,$E76D,$E774,$E780,$E782,$E80B,$E867,$E86F,$E8AA,$E8E1
